,prescriber_st,POPESTIMATE2019,class,year_month,trx,qty,DDD,DDDper100k,TRXper100k
1388,DE,976668,Tetracyclines,201908,5623.8926,167468.409,136135.58155544597,13938.78,575.82
1389,DE,976668,Tetracyclines,201909,5775.5179,170133.2598,140065.10420249443,14341.12,591.35
1390,DE,976668,Tetracyclines,201910,6230.6268,181734.4549,148669.73296870047,15222.14,637.95
1391,DE,976668,Tetracyclines,201911,6055.903,171954.3726,144125.78447618033,14756.89,620.06
1392,DE,976668,Tetracyclines,201912,7190.3367,194911.2216,165557.05471803105,16951.21,736.21
1393,DE,976668,Trimethoprim and combinations,201901,4308.617200000001,119328.14319999999,154043.9806839868,15772.4,441.15
1394,DE,976668,Trimethoprim and combinations,201902,3897.4084000000003,107849.6743,135925.73630532355,13917.29,399.05
1395,DE,976668,Trimethoprim and combinations,201903,4106.5137,115522.24780000001,144300.4211829616,14774.77,420.46
1396,DE,976668,Trimethoprim and combinations,201904,4159.8158,114642.7061,145137.3905639922,14860.46,425.92
1397,DE,976668,Trimethoprim and combinations,201905,4491.6436,121641.6783,158336.7162489802,16211.93,459.89
1398,DE,976668,Trimethoprim and combinations,201906,4306.5517,119415.75899999999,149175.895544,15273.96,440.94
1399,DE,976668,Trimethoprim and combinations,201907,4772.2814,127931.5166,164455.4624139448,16838.42,488.63
1400,DE,976668,Trimethoprim and combinations,201908,4689.0748,130143.4481,161278.7703989316,16513.16,480.11
1401,DE,976668,Trimethoprim and combinations,201909,4468.3412,118767.4416,154512.07460397301,15820.33,457.51
1402,DE,976668,Trimethoprim and combinations,201910,4372.1368,123051.1254,153431.5895119652,15709.7,447.66
1403,DE,976668,Trimethoprim and combinations,201911,4050.7724000000003,114185.1154,141044.0220818182,14441.35,414.75
1404,DE,976668,Trimethoprim and combinations,201912,3979.6798,107082.1609,138675.8502767648,14198.87,407.48
1405,FL,21492056,Aminoglycosides,201901,1311.2036,48423.4275,7249.79734857838,33.73,6.1
1406,FL,21492056,Aminoglycosides,201902,1204.7952,38531.005,6496.09385071382,30.23,5.61
1407,FL,21492056,Aminoglycosides,201903,1416.5004000000001,46015.8122,7680.13963693126,35.73,6.59
1408,FL,21492056,Aminoglycosides,201904,1323.641,42818.4287,7233.81842045368,33.66,6.16
1409,FL,21492056,Aminoglycosides,201905,1333.0933,46806.5477,7766.26841768754,36.14,6.2
1410,FL,21492056,Aminoglycosides,201906,1274.317,42285.3797,6632.60280036508,30.86,5.93
1411,FL,21492056,Aminoglycosides,201907,1345.7983,47119.4577,8226.34276635424,38.28,6.26
1412,FL,21492056,Aminoglycosides,201908,1433.1813,46902.6049,9340.904535739941,43.46,6.67
1413,FL,21492056,Aminoglycosides,201909,1314.9692,42882.2894,8796.58971174488,40.93,6.12
1414,FL,21492056,Aminoglycosides,201910,1545.2983,55321.5418,9671.41784637784,45.0,7.19
1415,FL,21492056,Aminoglycosides,201911,1317.4491,37909.1954,6578.320212879023,30.61,6.13
1416,FL,21492056,Aminoglycosides,201912,1365.4623,47468.5866,8665.63242709176,40.32,6.35
1417,FL,21492056,Broad-spectrum Penicillins,201901,523445.94550000003,25740657.6309,4699290.244543859,21865.24,2435.53
1418,FL,21492056,Broad-spectrum Penicillins,201902,495699.9125,27298372.3747,4454006.496241005,20723.97,2306.43
1419,FL,21492056,Broad-spectrum Penicillins,201903,507486.0098,27378787.0974,4532331.565457858,21088.4,2361.27
1420,FL,21492056,Broad-spectrum Penicillins,201904,482391.3256,25948777.4965,4277926.652960833,19904.69,2244.51
1421,FL,21492056,Broad-spectrum Penicillins,201905,463939.3276,25014450.5768,4111430.750202168,19130.0,2158.65
1422,FL,21492056,Broad-spectrum Penicillins,201906,387087.3349,19369231.54,3401872.7154971436,15828.51,1801.07
1423,FL,21492056,Broad-spectrum Penicillins,201907,381397.1419,17940574.8226,3327909.9165418656,15484.37,1774.6
1424,FL,21492056,Broad-spectrum Penicillins,201908,403367.4141,20113670.1244,3527758.2731202254,16414.24,1876.82
1425,FL,21492056,Broad-spectrum Penicillins,201909,404194.5641,21451636.8774,3550973.2980783335,16522.26,1880.67
1426,FL,21492056,Broad-spectrum Penicillins,201910,477716.7767,26775813.3648,4196504.120502111,19525.84,2222.76
1427,FL,21492056,Broad-spectrum Penicillins,201911,477613.6769,27947633.6412,4232383.779278499,19692.78,2222.28
1428,FL,21492056,Broad-spectrum Penicillins,201912,520412.7962,28247584.9609,4672012.487738334,21738.32,2421.42
1429,FL,21492056,Carbapenems,201901,29.7871,343.4165,216.90235833333332,1.01,0.14
1430,FL,21492056,Carbapenems,201902,25.7761,206.7514,188.69596666666666,0.88,0.12
1431,FL,21492056,Carbapenems,201903,35.394600000000004,337.4003,261.404125,1.22,0.16
1432,FL,21492056,Carbapenems,201904,39.69,365.3127,238.18789999999998,1.11,0.18
1433,FL,21492056,Carbapenems,201905,41.9681,342.6035,237.47273333333334,1.1,0.2
1434,FL,21492056,Carbapenems,201906,30.863799999999998,319.0585,239.22065,1.11,0.14
1435,FL,21492056,Carbapenems,201907,35.7677,351.2131,265.65835,1.24,0.17
1436,FL,21492056,Carbapenems,201908,14.194,148.0512,143.45895000000002,0.67,0.07
1437,FL,21492056,Carbapenems,201909,32.8343,291.2327,168.108175,0.78,0.15
1438,FL,21492056,Carbapenems,201910,35.9667,438.92359999999996,189.17342166666668,0.88,0.17
1439,FL,21492056,Carbapenems,201911,33.7488,490.12059999999997,234.13981666666666,1.09,0.16
1440,FL,21492056,Carbapenems,201912,43.7802,544.6204,266.9929666666667,1.24,0.2
1441,FL,21492056,Cephalosporins,201901,196271.4292,7238759.4964000005,1378223.3706104788,6412.71,913.23
1442,FL,21492056,Cephalosporins,201902,186713.2587,7176640.8421,1292797.5388622624,6015.23,868.75
1443,FL,21492056,Cephalosporins,201903,198326.6593,7641640.0538,1359973.0350833626,6327.79,922.79
1444,FL,21492056,Cephalosporins,201904,195364.8405,7631858.0043,1329703.7840158525,6186.95,909.01
1445,FL,21492056,Cephalosporins,201905,192413.1874,7552396.518,1300497.267160065,6051.06,895.28
1446,FL,21492056,Cephalosporins,201906,169459.088,6537865.9362,1136466.5398450962,5287.84,788.47
1447,FL,21492056,Cephalosporins,201907,175266.0572,6740694.1138,1166829.194952686,5429.12,815.49
1448,FL,21492056,Cephalosporins,201908,178975.6102,7013678.0306,1193219.6227478664,5551.91,832.75
1449,FL,21492056,Cephalosporins,201909,171954.5134,6773367.2593,1151016.8380324,5355.55,800.08
1450,FL,21492056,Cephalosporins,201910,194205.1187,7734287.8361,1294461.5688747524,6022.98,903.61
1451,FL,21492056,Cephalosporins,201911,188132.3169,7574162.0367,1270274.51043121,5910.44,875.36
1452,FL,21492056,Cephalosporins,201912,199089.3107,7647995.966,1375309.70634146,6399.15,926.34
1453,FL,21492056,Glycopeptides,201901,2128.9647,122722.92,9008.088497795432,41.91,9.91
1454,FL,21492056,Glycopeptides,201902,2042.0793,118978.245,8300.528748508845,38.62,9.5
1455,FL,21492056,Glycopeptides,201903,2298.7973,136750.6439,9174.328620447557,42.69,10.7
1456,FL,21492056,Glycopeptides,201904,2339.1051,133661.7515,9399.937506145558,43.74,10.88
1457,FL,21492056,Glycopeptides,201905,2388.8377,133620.9604,9474.25747930277,44.08,11.11
1458,FL,21492056,Glycopeptides,201906,2196.0726,122355.3243,8899.30439114281,41.41,10.22
1459,FL,21492056,Glycopeptides,201907,2442.6114000000002,144270.9407,12165.93482295632,56.61,11.37
1460,FL,21492056,Glycopeptides,201908,2488.6824,145064.1469,10439.789880010447,48.58,11.58
1461,FL,21492056,Glycopeptides,201909,2166.2534,126292.3498,9913.927677462176,46.13,10.08
1462,FL,21492056,Glycopeptides,201910,2396.157,143680.0513,11508.798948537367,53.55,11.15
1463,FL,21492056,Glycopeptides,201911,2475.8145,146481.3474,11911.58575884411,55.42,11.52
1464,FL,21492056,Glycopeptides,201912,2406.326,150761.8386,11615.57681073319,54.05,11.2
1465,FL,21492056,Glycylcyclines,201902,1.8899,18.899,9.4495,0.04,0.01
1466,FL,21492056,Glycylcyclines,201912,0.9443,26.4404,13.2202,0.06,0.0
1467,FL,21492056,Lipopeptides,201901,9.3411,74.1635,132.434800239,0.62,0.04
1468,FL,21492056,Lipopeptides,201902,12.4249,283.316,425.4722119588,1.98,0.06
1469,FL,21492056,Lipopeptides,201903,4.7744,104.3365,140.08570913100002,0.65,0.02
1470,FL,21492056,Lipopeptides,201904,11.9042,126.86619999999999,198.15390746679998,0.92,0.06
1471,FL,21492056,Lipopeptides,201905,4.787,86.21780000000001,125.218847838,0.58,0.02
1472,FL,21492056,Lipopeptides,201906,10.6014,160.6365,249.71070605480003,1.16,0.05
1473,FL,21492056,Lipopeptides,201907,6.7939,65.7074,94.1601721576,0.44,0.03
1474,FL,21492056,Lipopeptides,201908,7.9792000000000005,172.4126,238.9432732196,1.11,0.04
1475,FL,21492056,Lipopeptides,201909,7.9668,142.54930000000002,194.9675446216,0.91,0.04
1476,FL,21492056,Lipopeptides,201910,8.6954,148.6626,236.752151412,1.1,0.04
1477,FL,21492056,Lipopeptides,201911,12.5986,260.4491,413.1378104354,1.92,0.06
1478,FL,21492056,Lipopeptides,201912,12.1539,227.7618,347.55816290539997,1.62,0.06
1479,FL,21492056,Macrolides,201901,370402.6274,5002771.2837,2232128.7733275886,10385.83,1723.44
1480,FL,21492056,Macrolides,201902,325878.9741,4687544.4088,1976304.6539837392,9195.51,1516.28
1481,FL,21492056,Macrolides,201903,321882.1084,4864098.0979,1980441.869977419,9214.76,1497.68
1482,FL,21492056,Macrolides,201904,293715.0672,4743162.3647,1844237.9334143165,8581.02,1366.62
1483,FL,21492056,Macrolides,201905,275270.0958,4594844.8162,1754730.2013244429,8164.55,1280.8
1484,FL,21492056,Macrolides,201906,227207.0177,4009875.2578000003,1466879.3363780843,6825.22,1057.17
1485,FL,21492056,Macrolides,201907,217430.319,4064196.1735,1437803.8329082744,6689.93,1011.68
1486,FL,21492056,Macrolides,201908,228452.5523,4139946.2694,1464430.636796974,6813.82,1062.96
1487,FL,21492056,Macrolides,201909,237777.2762,4043836.569,1474759.3772838,6861.88,1106.35
1488,FL,21492056,Macrolides,201910,280876.4906,4681929.5252,1730982.7934764207,8054.06,1306.89
1489,FL,21492056,Macrolides,201911,293036.953,4560489.5324,1772133.4593200115,8245.53,1363.47
1490,FL,21492056,Macrolides,201912,366179.1732,5040084.4591,2187390.0498093995,10177.67,1703.79
1491,FL,21492056,Monobactams,201904,1.0263,1.0263,0.51315,0.0,0.0
1492,FL,21492056,Monobactams,201911,2.0004,28.0056,7.0014,0.03,0.01
1493,FL,21492056,Monobactams,201912,2.0393,51.179,12.79475,0.06,0.01
1494,FL,21492056,Narrow-spectrum Penicillins,201901,26723.0193,1050712.4205,184033.7057125,856.29,124.34
1495,FL,21492056,Narrow-spectrum Penicillins,201902,24321.1205,965392.4151,165257.31205,768.92,113.16
1496,FL,21492056,Narrow-spectrum Penicillins,201903,25553.4799,1008868.3786,174420.250675,811.56,118.9
1497,FL,21492056,Narrow-spectrum Penicillins,201904,25999.7369,1015037.9438,178170.0943875,829.0,120.97
1498,FL,21492056,Narrow-spectrum Penicillins,201905,25097.1683,991496.9246,170815.9574375,794.79,116.77
1499,FL,21492056,Narrow-spectrum Penicillins,201906,22562.9781,884456.3142,154407.3154875,718.44,104.98
1500,FL,21492056,Narrow-spectrum Penicillins,201907,23699.2877,936830.3321,163510.444092795,760.79,110.27
1501,FL,21492056,Narrow-spectrum Penicillins,201908,23427.5932,927493.529,160187.6869375,745.33,109.01
1502,FL,21492056,Narrow-spectrum Penicillins,201909,21504.2337,849569.0101,147289.678,685.32,100.06
1503,FL,21492056,Narrow-spectrum Penicillins,201910,24472.521,967909.8965,165192.1178,768.62,113.87
1504,FL,21492056,Narrow-spectrum Penicillins,201911,22019.0339,885869.6697,148317.015925,690.1,102.45
1505,FL,21492056,Narrow-spectrum Penicillins,201912,22089.1075,894352.6874,149697.2847875,696.52,102.78
1506,FL,21492056,Others,201901,706.9783,134068.5144,9468.333614769797,44.06,3.29
1507,FL,21492056,Others,201902,636.4843,114307.5809,8738.341180806332,40.66,2.96
1508,FL,21492056,Others,201903,724.4457,124172.278,9389.596809512637,43.69,3.37
1509,FL,21492056,Others,201904,719.8688,128696.4929,9906.561499034517,46.09,3.35
1510,FL,21492056,Others,201905,783.9202,130627.4923,10287.833015510803,47.87,3.65
1511,FL,21492056,Others,201906,732.7033,127033.2548,9722.266080764786,45.24,3.41
1512,FL,21492056,Others,201907,741.3442,123960.3621,9638.46149040132,44.85,3.45
1513,FL,21492056,Others,201908,803.958,142796.095,10818.430539340827,50.34,3.74
1514,FL,21492056,Others,201909,650.3648,122693.8501,8915.274155669751,41.48,3.03
1515,FL,21492056,Others,201910,716.8189,125747.353,9540.99339271928,44.39,3.34
1516,FL,21492056,Others,201911,615.2406,111451.5163,8351.043216634727,38.86,2.86
1517,FL,21492056,Others,201912,691.6054,125873.7455,9267.868751857322,43.12,3.22
1518,FL,21492056,Oxazolidinones,201901,1144.1551,25280.5886,10727.82445632926,49.92,5.32
1519,FL,21492056,Oxazolidinones,201902,1082.3416,25651.7991,9756.47455961178,45.4,5.04
1520,FL,21492056,Oxazolidinones,201903,1145.5173,26793.4349,10251.46210952312,47.7,5.33
1521,FL,21492056,Oxazolidinones,201904,1225.9872,27278.452400000002,10488.41511006508,48.8,5.7
1522,FL,21492056,Oxazolidinones,201905,1287.0885,30760.4354,12421.29670946966,57.79,5.99
1523,FL,21492056,Oxazolidinones,201906,1067.4699,28801.712199999998,11203.65210988768,52.13,4.97
1524,FL,21492056,Oxazolidinones,201907,1185.568,28891.1394,11755.31745890778,54.7,5.52
1525,FL,21492056,Oxazolidinones,201908,1067.9172,26080.6312,11366.42400556626,52.89,4.97
1526,FL,21492056,Oxazolidinones,201909,964.2962,25738.3257,10309.64160783328,47.97,4.49
1527,FL,21492056,Oxazolidinones,201910,1076.2038,31684.5743,11675.87966246268,54.33,5.01
1528,FL,21492056,Oxazolidinones,201911,1047.5135,26632.796,11477.656805586681,53.4,4.87
1529,FL,21492056,Oxazolidinones,201912,1110.3131,31704.482,11730.30131100538,54.58,5.17
1530,FL,21492056,Polymyxins,201901,12.1442,932.229,592.8169830294,2.76,0.06
1531,FL,21492056,Polymyxins,201902,18.219,996.1681,821.95709128945,3.82,0.08
1532,FL,21492056,Polymyxins,201903,21.1507,1224.2094,1048.88392456706,4.88,0.1
1533,FL,21492056,Polymyxins,201904,17.7044,1186.0361,1010.6944245662501,4.7,0.08
1534,FL,21492056,Polymyxins,201905,14.8564,769.47,769.47,3.58,0.07
1535,FL,21492056,Polymyxins,201906,23.56,1481.0803,1297.7356241661,6.04,0.11
1536,FL,21492056,Polymyxins,201907,19.2149,1369.8993,1035.18494993095,4.82,0.09
1537,FL,21492056,Polymyxins,201908,21.7669,1258.6422,1071.28719063225,4.98,0.1
1538,FL,21492056,Polymyxins,201909,15.6735,850.6572,850.6572,3.96,0.07
1539,FL,21492056,Polymyxins,201910,22.5714,1233.7347,1044.6073572103,4.86,0.11
1540,FL,21492056,Polymyxins,201911,22.9688,1423.0684,1250.2177246908,5.82,0.11
1541,FL,21492056,Polymyxins,201912,15.2889,702.6195,702.6195,3.27,0.07
1542,FL,21492056,Quinolones,201901,165965.69580000002,2228237.6502,1344641.09595,6256.46,772.22
1543,FL,21492056,Quinolones,201902,144886.7657,1964477.152,1167495.012205,5432.22,674.14
1544,FL,21492056,Quinolones,201903,151396.1652,2070509.1258,1219603.419365,5674.67,704.43
1545,FL,21492056,Quinolones,201904,146949.0661,2020707.8212000001,1172212.82315,5454.17,683.74
1546,FL,21492056,Quinolones,201905,143553.6904,1981141.2402000001,1149097.879535,5346.62,667.94
1547,FL,21492056,Quinolones,201906,128148.7816,1788966.7289,1024459.173245,4766.69,596.26
1548,FL,21492056,Quinolones,201907,133391.6497,1882440.1451,1065682.661875,4958.5,620.66
1549,FL,21492056,Quinolones,201908,132538.9284,1858059.8949,1056147.883815,4914.13,616.69
1550,FL,21492056,Quinolones,201909,122597.9317,1701937.4643,978277.19374,4551.81,570.43
1551,FL,21492056,Quinolones,201910,136956.4021,1913865.8925,1094947.7144850001,5094.66,637.24
1552,FL,21492056,Quinolones,201911,128215.6866,1765291.8241,1027233.42096,4779.6,596.57
1553,FL,21492056,Quinolones,201912,139540.9234,1886369.3583,1136989.4911,5290.28,649.27
1554,FL,21492056,Tetracyclines,201901,150226.3753,4186144.7415,3493169.3518462535,16253.3,698.99
1555,FL,21492056,Tetracyclines,201902,135019.1728,3781144.2755,3141057.901378126,14614.97,628.23
1556,FL,21492056,Tetracyclines,201903,141349.6344,3979930.7979,3299595.4087147783,15352.63,657.68
1557,FL,21492056,Tetracyclines,201904,137153.2256,3884245.2134000002,3216025.510615185,14963.79,638.16
1558,FL,21492056,Tetracyclines,201905,134716.3458,3839194.4154,3175918.2308832915,14777.17,626.82
1559,FL,21492056,Tetracyclines,201906,120584.9788,3492949.2651,2877899.4402747075,13390.53,561.07
1560,FL,21492056,Tetracyclines,201907,127001.1347,3723891.9877,3069235.1284591123,14280.79,590.92
1561,FL,21492056,Tetracyclines,201908,129187.4866,3823082.5264,3151689.94602083,14664.44,601.09
1562,FL,21492056,Tetracyclines,201909,122203.0007,3510014.2833000002,2902663.5817531706,13505.75,568.6
1563,FL,21492056,Tetracyclines,201910,138607.3356,3964554.0713,3301370.7324465145,15360.89,644.92
1564,FL,21492056,Tetracyclines,201911,133942.5033,3755372.0792,3129689.0440922957,14562.07,623.22
1565,FL,21492056,Tetracyclines,201912,153484.1487,4186604.3507,3523644.149247565,16395.1,714.14
1566,FL,21492056,Trimethoprim and combinations,201901,112095.2782,3168343.2749,3910071.908978337,18193.1,521.57
1567,FL,21492056,Trimethoprim and combinations,201902,102700.0182,2915276.2461,3572590.8507124805,16622.84,477.85
1568,FL,21492056,Trimethoprim and combinations,201903,110138.583,3120404.2589000002,3809144.7281554155,17723.5,512.46
1569,FL,21492056,Trimethoprim and combinations,201904,109470.50230000001,3179456.562,3788545.5757443006,17627.66,509.35
1570,FL,21492056,Trimethoprim and combinations,201905,109874.2201,3199017.6804,3802311.1308335266,17691.7,511.23
1571,FL,21492056,Trimethoprim and combinations,201906,101976.342,2943168.2865,3548117.5074453554,16508.97,474.48
1572,FL,21492056,Trimethoprim and combinations,201907,111338.1565,3238011.4349,3847360.219634873,17901.31,518.04
1573,FL,21492056,Trimethoprim and combinations,201908,111226.4856,3310165.0042,3866982.216055692,17992.61,517.52
1574,FL,21492056,Trimethoprim and combinations,201909,101319.7253,3000757.5947,3516877.409518726,16363.62,471.43
1575,FL,21492056,Trimethoprim and combinations,201910,111040.91500000001,3269488.0391,3850651.1679345565,17916.63,516.66
1576,FL,21492056,Trimethoprim and combinations,201911,100335.531,2943104.4815,3458013.504515083,16089.73,466.85
1577,FL,21492056,Trimethoprim and combinations,201912,101837.7171,2906962.8219,3541851.4060799917,16479.82,473.84
1578,GA,10628020,Aminoglycosides,201901,604.0287,26182.5544,4368.4896547914,41.1,5.68
1579,GA,10628020,Aminoglycosides,201902,574.0456,18035.4211,2694.88305043254,25.36,5.4
1580,GA,10628020,Aminoglycosides,201903,558.3287,17207.1879,3004.13786548994,28.27,5.25
1581,GA,10628020,Aminoglycosides,201904,586.2855,18126.5315,3229.7199002972,30.39,5.52
1582,GA,10628020,Aminoglycosides,201905,551.4476999999999,16939.8122,9504.520315962,89.43,5.19
1583,GA,10628020,Aminoglycosides,201906,518.8121,17844.8947,5258.1070440304,49.47,4.88
1584,GA,10628020,Aminoglycosides,201907,510.7539,12485.3022,3155.4420008396,29.69,4.81
1585,GA,10628020,Aminoglycosides,201908,551.5426,13392.4229,3637.6828396328,34.23,5.19
1586,GA,10628020,Aminoglycosides,201909,525.5519,18382.0817,5659.7914063091,53.25,4.94
1587,GA,10628020,Aminoglycosides,201910,593.0499,14978.8145,4052.8335959021,38.13,5.58
1588,GA,10628020,Aminoglycosides,201911,512.0866,13835.1082,7645.020480176,71.93,4.82
1589,GA,10628020,Aminoglycosides,201912,501.6777,12970.1949,5436.4384701504005,51.15,4.72
1590,GA,10628020,Broad-spectrum Penicillins,201901,303743.2987,17695397.9404,2793028.6492716665,26279.86,2857.95
1591,GA,10628020,Broad-spectrum Penicillins,201902,286878.4151,18121705.4123,2637470.86455,24816.2,2699.26
1592,GA,10628020,Broad-spectrum Penicillins,201903,290090.8445,18719727.7935,2648603.935957592,24920.95,2729.49
1593,GA,10628020,Broad-spectrum Penicillins,201904,251405.9924,15364771.8604,2271201.486205,21369.94,2365.5
1594,GA,10628020,Broad-spectrum Penicillins,201905,247275.4144,15047035.9474,2241366.301995,21089.22,2326.64
1595,GA,10628020,Broad-spectrum Penicillins,201906,190666.4364,9956910.388600001,1705244.2167795845,16044.8,1794.0
1596,GA,10628020,Broad-spectrum Penicillins,201907,185117.5641,9279544.9943,1649329.0128751532,15518.69,1741.79
1597,GA,10628020,Broad-spectrum Penicillins,201908,225739.4362,13143215.9957,2024173.4563033334,19045.63,2124.0
1598,GA,10628020,Broad-spectrum Penicillins,201909,226159.1767,13581974.2619,2034544.2093791375,19143.21,2127.95
1599,GA,10628020,Broad-spectrum Penicillins,201910,253920.2125,15901565.4913,2272995.6475068815,21386.82,2389.16
1600,GA,10628020,Broad-spectrum Penicillins,201911,289988.0201,19993201.9883,2628440.710725,24731.24,2728.52
1601,GA,10628020,Broad-spectrum Penicillins,201912,313813.9837,20434748.900200002,2880841.468323333,27106.1,2952.7
1602,GA,10628020,Carbapenems,201901,4.6693999999999996,33.7704,33.7704,0.32,0.04
1603,GA,10628020,Carbapenems,201902,2.0193,14.1351,14.1351,0.13,0.02
1604,GA,10628020,Carbapenems,201903,1.1075,3.3225,0.55375,0.01,0.01
1605,GA,10628020,Carbapenems,201904,5.1928,88.5139,38.9539,0.37,0.05
1606,GA,10628020,Carbapenems,201905,2.8096,47.31,23.292499999999997,0.22,0.03
1607,GA,10628020,Carbapenems,201906,4.425800000000001,48.9672,34.2582,0.32,0.04
1608,GA,10628020,Carbapenems,201907,2.0381,12.1146,10.392433333333333,0.1,0.02
1609,GA,10628020,Carbapenems,201908,8.2263,103.11619999999999,73.39316666666667,0.69,0.08
1610,GA,10628020,Carbapenems,201909,2.1250999999999998,10.6477,10.6477,0.1,0.02
1611,GA,10628020,Carbapenems,201910,0.9875,9.875,9.875,0.09,0.01
1612,GA,10628020,Carbapenems,201912,2.7212,15.7666,15.7666,0.15,0.03
1613,GA,10628020,Cephalosporins,201901,114299.8232,4791182.7763,878234.17323131,8263.38,1075.46
1614,GA,10628020,Cephalosporins,201902,107117.6657,4685830.7279,809545.1807299,7617.08,1007.88
1615,GA,10628020,Cephalosporins,201903,111080.57830000001,5066769.2711000005,813826.6121271,7657.37,1045.17
1616,GA,10628020,Cephalosporins,201904,102491.5361,4507179.498,738936.1348755601,6952.72,964.35
1617,GA,10628020,Cephalosporins,201905,105618.3705,4695119.7377,759632.56469181,7147.45,993.77
1618,GA,10628020,Cephalosporins,201906,87501.8596,3674507.1165,616476.80622898,5800.49,823.31
1619,GA,10628020,Cephalosporins,201907,90341.0911,3736937.8641,624600.5384214,5876.92,850.03
1620,GA,10628020,Cephalosporins,201908,98384.5615,4274071.0158,692566.4325512301,6516.42,925.71
1621,GA,10628020,Cephalosporins,201909,98167.2215,4334257.5948,694112.09408736,6530.96,923.66
1622,GA,10628020,Cephalosporins,201910,105389.5681,4701571.186,743578.9984453903,6996.4,991.62
1623,GA,10628020,Cephalosporins,201911,111632.4037,5031250.4873,811214.8855471,7632.79,1050.36
1624,GA,10628020,Cephalosporins,201912,119860.8854,5159051.7734,906268.29939284,8527.16,1127.78
1625,GA,10628020,Glycopeptides,201901,791.183,48959.9286,2803.2177976931494,26.38,7.44
1626,GA,10628020,Glycopeptides,201902,737.6086,40946.2571,4410.644583581203,41.5,6.94
1627,GA,10628020,Glycopeptides,201903,878.1971,46316.7844,2942.0036465504077,27.68,8.26
1628,GA,10628020,Glycopeptides,201904,834.9686,45164.4344,3797.6361022870897,35.73,7.86
1629,GA,10628020,Glycopeptides,201905,947.5811,49956.1523,3163.335928237622,29.76,8.92
1630,GA,10628020,Glycopeptides,201906,803.176,42815.4117,2685.4309590494076,25.27,7.56
1631,GA,10628020,Glycopeptides,201907,925.6676,50486.9952,4186.043534121659,39.39,8.71
1632,GA,10628020,Glycopeptides,201908,915.7438,47459.6746,3052.0907777222383,28.72,8.62
1633,GA,10628020,Glycopeptides,201909,880.1303,48083.8352,4081.7234528031922,38.41,8.28
1634,GA,10628020,Glycopeptides,201910,910.1723,55404.4528,3712.3294172942424,34.93,8.56
1635,GA,10628020,Glycopeptides,201911,868.3128,51690.9053,4358.327453689622,41.01,8.17
1636,GA,10628020,Glycopeptides,201912,858.8138,45959.3352,4228.706771559032,39.79,8.08
1637,GA,10628020,Lipopeptides,201901,8.3159,249.47699999999998,445.494571578,4.19,0.08
1638,GA,10628020,Lipopeptides,201902,7.6059,228.17700000000002,407.458863378,3.83,0.07
1639,GA,10628020,Lipopeptides,201903,11.5295,345.885,617.6516868900001,5.81,0.11
1640,GA,10628020,Lipopeptides,201904,13.880500000000001,416.415,743.59809531,7.0,0.13
1641,GA,10628020,Lipopeptides,201905,2.4191000000000003,72.57300000000001,129.594622122,1.22,0.02
1642,GA,10628020,Lipopeptides,201906,1.2663,37.989,67.837489146,0.64,0.01
1643,GA,10628020,Lipopeptides,201907,1.0157,30.471,54.412491294,0.51,0.01
1644,GA,10628020,Lipopeptides,201908,1.9641,58.923,105.219626022,0.99,0.02
1645,GA,10628020,Lipopeptides,201910,0.9875,9.875,17.63392575,0.17,0.01
1646,GA,10628020,Macrolides,201901,181746.2177,2685283.952,1058322.1662348504,9957.85,1710.07
1647,GA,10628020,Macrolides,201902,162862.5682,2472709.4572,948125.14455715,8921.0,1532.39
1648,GA,10628020,Macrolides,201903,156806.9806,2555351.3645,915590.276661784,8614.87,1475.41
1649,GA,10628020,Macrolides,201904,134417.6101,2299499.3139,795873.5249049334,7488.45,1264.75
1650,GA,10628020,Macrolides,201905,132891.9597,2357390.4872,795700.4441103,7486.82,1250.39
1651,GA,10628020,Macrolides,201906,102740.1334,1941358.7288,624576.57986395,5876.7,966.69
1652,GA,10628020,Macrolides,201907,98572.2571,2008072.1465,606723.4388225,5708.72,927.48
1653,GA,10628020,Macrolides,201908,116983.7596,2201101.2567,701200.1551980993,6597.66,1100.71
1654,GA,10628020,Macrolides,201909,121170.1951,2183491.15,722218.5752976158,6795.42,1140.1
1655,GA,10628020,Macrolides,201910,136061.45,2371922.9997,803100.3164405156,7556.44,1280.21
1656,GA,10628020,Macrolides,201911,157101.5648,2512574.174,905246.5209717,8517.55,1478.18
1657,GA,10628020,Macrolides,201912,186067.3769,2675702.6889,1074904.2521734857,10113.87,1750.72
1658,GA,10628020,Monobactams,201901,3.0602,257.0568,85.67703144,0.81,0.03
1659,GA,10628020,Monobactams,201903,1.0218,85.8312,28.60753896,0.27,0.01
1660,GA,10628020,Monobactams,201904,1.0232,85.9488,28.64673504,0.27,0.01
1661,GA,10628020,Narrow-spectrum Penicillins,201901,12609.5404,518659.167,83820.854775,788.68,118.64
1662,GA,10628020,Narrow-spectrum Penicillins,201902,12076.517,513746.9574,79679.5577125,749.71,113.63
1663,GA,10628020,Narrow-spectrum Penicillins,201903,12882.4369,559298.5115,84741.28015,797.34,121.21
1664,GA,10628020,Narrow-spectrum Penicillins,201904,12149.2453,514405.274,81184.59495,763.87,114.31
1665,GA,10628020,Narrow-spectrum Penicillins,201905,12079.6054,506015.2632,81002.6938375,762.16,113.66
