,prescriber_st,POPESTIMATE2019,class,year_month,trx,qty,DDD,DDDper100k,TRXper100k
3859,MO,6140475,Others,201901,145.6876,31093.809100000002,2233.1947916645445,36.37,2.37
3860,MO,6140475,Others,201902,126.88879999999999,27940.4154,1955.2411983332304,31.84,2.07
3861,MO,6140475,Others,201903,118.9719,24967.825,1781.2206035580957,29.01,1.94
3862,MO,6140475,Others,201904,120.0324,25532.249200000002,1818.1510266544362,29.61,1.95
3863,MO,6140475,Others,201905,127.1377,25488.5209,1796.0041653341693,29.25,2.07
3864,MO,6140475,Others,201906,158.7365,31405.4842,2327.49318370381,37.9,2.59
3865,MO,6140475,Others,201907,165.9595,32819.8914,2365.2993262354657,38.52,2.7
3866,MO,6140475,Others,201908,192.9598,34213.368,2486.2087274770615,40.49,3.14
3867,MO,6140475,Others,201909,167.3878,30551.7301,2203.5236768163377,35.89,2.73
3868,MO,6140475,Others,201910,181.6025,36395.729,2736.2275928257077,44.56,2.96
3869,MO,6140475,Others,201911,148.9425,31830.5847,2410.1519522496656,39.25,2.43
3870,MO,6140475,Others,201912,159.52,38611.23360000001,2654.961304712101,43.24,2.6
3871,MO,6140475,Oxazolidinones,201901,167.3784,9410.8958,1754.99295818062,28.58,2.73
3872,MO,6140475,Oxazolidinones,201902,194.61520000000002,8349.099699999999,1804.10110667644,29.38,3.17
3873,MO,6140475,Oxazolidinones,201903,159.3923,4501.1219,1873.24435115896,30.51,2.6
3874,MO,6140475,Oxazolidinones,201904,180.8514,6380.5268,1888.18480379752,30.75,2.95
3875,MO,6140475,Oxazolidinones,201905,293.591,8235.6153,3347.52610231896,54.52,4.78
3876,MO,6140475,Oxazolidinones,201906,244.6903,6509.0786,2498.16920234136,40.68,3.98
3877,MO,6140475,Oxazolidinones,201907,231.7332,7300.091600000001,2229.12650406568,36.3,3.77
3878,MO,6140475,Oxazolidinones,201908,221.971,6497.0509,2230.47555308392,36.32,3.61
3879,MO,6140475,Oxazolidinones,201909,239.4432,6189.8379,2495.7971019548,40.65,3.9
3880,MO,6140475,Oxazolidinones,201910,249.02,7557.4991,2545.37650373006,41.45,4.06
3881,MO,6140475,Oxazolidinones,201911,198.457,5844.2807999999995,1971.02425278494,32.1,3.23
3882,MO,6140475,Oxazolidinones,201912,262.2395,9505.8025,2704.80935285744,44.05,4.27
3883,MO,6140475,Polymyxins,201901,3.1844,191.064,191.064,3.11,0.05
3884,MO,6140475,Polymyxins,201902,6.65,259.437,259.437,4.23,0.11
3885,MO,6140475,Polymyxins,201903,3.2828999999999997,196.974,196.974,3.21,0.05
3886,MO,6140475,Polymyxins,201904,6.3819,283.3922,283.3922,4.62,0.1
3887,MO,6140475,Polymyxins,201905,4.164,249.84,249.84,4.07,0.07
3888,MO,6140475,Polymyxins,201906,2.0471000000000004,73.69319999999999,73.69319999999999,1.2,0.03
3889,MO,6140475,Polymyxins,201907,4.2338,254.028,254.028,4.14,0.07
3890,MO,6140475,Polymyxins,201908,7.2217,357.962,357.962,5.83,0.12
3891,MO,6140475,Polymyxins,201909,4.5057,270.342,270.342,4.4,0.07
3892,MO,6140475,Polymyxins,201910,7.4776,380.07140000000004,380.07140000000004,6.19,0.12
3893,MO,6140475,Polymyxins,201911,4.2421,254.526,254.526,4.15,0.07
3894,MO,6140475,Polymyxins,201912,6.4177,308.073,308.073,5.02,0.1
3895,MO,6140475,Quinolones,201901,36562.2361,482601.8879,306589.86964,4992.93,595.43
3896,MO,6140475,Quinolones,201902,31737.937400000003,422717.2316,263397.85048,4289.54,516.86
3897,MO,6140475,Quinolones,201903,33572.2982,442138.1998,277965.412915,4526.77,546.74
3898,MO,6140475,Quinolones,201904,31307.3906,422390.8569,257162.41019,4187.99,509.85
3899,MO,6140475,Quinolones,201905,32102.5391,436834.0475,264616.62973,4309.38,522.8
3900,MO,6140475,Quinolones,201906,29500.6935,403608.3742,239450.416335,3899.54,480.43
3901,MO,6140475,Quinolones,201907,30589.6536,428800.4846,247285.34093500001,4027.14,498.16
3902,MO,6140475,Quinolones,201908,30719.8441,431119.41370000003,247755.920935,4034.8,500.28
3903,MO,6140475,Quinolones,201909,30374.749,416819.57,248513.5887,4047.14,494.66
3904,MO,6140475,Quinolones,201910,32336.265,443303.054,264463.80839,4306.89,526.61
3905,MO,6140475,Quinolones,201911,30063.3035,408448.4227,248658.805505,4049.5,489.59
3906,MO,6140475,Quinolones,201912,32601.6107,432739.5164,274468.490485,4469.83,530.93
3907,MO,6140475,Tetracyclines,201901,47521.3979,1403230.8227,1176242.340326641,19155.56,773.9
3908,MO,6140475,Tetracyclines,201902,41342.5662,1225568.0718,1022973.6562197289,16659.52,673.28
3909,MO,6140475,Tetracyclines,201903,44694.741500000004,1322708.2456,1102259.4233572679,17950.72,727.87
3910,MO,6140475,Tetracyclines,201904,42640.1325,1300776.7739,1067711.8316637184,17388.1,694.41
3911,MO,6140475,Tetracyclines,201905,45976.4168,1365054.1718000001,1132484.276623909,18442.94,748.74
3912,MO,6140475,Tetracyclines,201906,41033.337700000004,1236928.1326000001,1018042.5677889638,16579.22,668.24
3913,MO,6140475,Tetracyclines,201907,40011.889800000004,1238074.1166,1005355.3631690386,16372.6,651.61
3914,MO,6140475,Tetracyclines,201908,39511.4033,1239145.1638,1009609.3958456395,16441.88,643.46
3915,MO,6140475,Tetracyclines,201909,41111.1621,1238717.0108,1020996.8702402189,16627.33,669.51
3916,MO,6140475,Tetracyclines,201910,44436.1622,1339822.1656,1109321.0169806578,18065.72,723.66
3917,MO,6140475,Tetracyclines,201911,45054.002,1310164.2113,1102373.6836358653,17952.58,733.72
3918,MO,6140475,Tetracyclines,201912,51877.0974,1473355.924,1253203.3390972596,20408.9,844.84
3919,MO,6140475,Trimethoprim and combinations,201901,31757.4033,991722.3258,1181921.5177905455,19248.05,517.18
3920,MO,6140475,Trimethoprim and combinations,201902,28132.3242,895092.6058,1050086.593906574,17101.06,458.15
3921,MO,6140475,Trimethoprim and combinations,201903,30671.7738,962314.8763,1149571.504240853,18721.21,499.5
3922,MO,6140475,Trimethoprim and combinations,201904,30629.0313,968933.9158,1127571.7801180223,18362.94,498.81
3923,MO,6140475,Trimethoprim and combinations,201905,32030.1145,1001361.1248,1175288.9436327463,19140.03,521.62
3924,MO,6140475,Trimethoprim and combinations,201906,30637.8393,979152.096,1119085.7663075703,18224.74,498.95
3925,MO,6140475,Trimethoprim and combinations,201907,34624.8208,1107000.642,1262131.2747299194,20554.29,563.88
3926,MO,6140475,Trimethoprim and combinations,201908,33870.7377,1096996.3293,1251897.7111779244,20387.64,551.6
3927,MO,6140475,Trimethoprim and combinations,201909,32357.1543,1014743.4277,1169586.229818564,19047.16,526.95
3928,MO,6140475,Trimethoprim and combinations,201910,32668.4306,1019901.3766,1189418.2938687368,19370.13,532.02
3929,MO,6140475,Trimethoprim and combinations,201911,28163.4808,887047.3209,1041379.4849755084,16959.27,458.65
3930,MO,6140475,Trimethoprim and combinations,201912,28571.659900000002,883168.9386999999,1065959.6368187135,17359.56,465.3
3931,MS,2978227,Aminoglycosides,201901,183.2186,6074.9133,933.11456087,31.33,6.15
3932,MS,2978227,Aminoglycosides,201902,172.8466,4732.1783,806.8588023144,27.09,5.8
3933,MS,2978227,Aminoglycosides,201903,185.9604,4137.2655,660.39003829424,22.17,6.24
3934,MS,2978227,Aminoglycosides,201904,176.4802,3536.0759000000003,555.7222624846,18.66,5.93
3935,MS,2978227,Aminoglycosides,201905,190.2519,5811.1326,1496.0148617797,50.23,6.39
3936,MS,2978227,Aminoglycosides,201906,186.8285,4240.1425,1523.32449532192,51.15,6.27
3937,MS,2978227,Aminoglycosides,201907,207.0251,5037.222,1072.45576606564,36.01,6.95
3938,MS,2978227,Aminoglycosides,201908,185.4869,4936.1646,2143.75132359586,71.98,6.23
3939,MS,2978227,Aminoglycosides,201909,185.1169,5424.4204,2611.69079277568,87.69,6.22
3940,MS,2978227,Aminoglycosides,201910,205.9894,8600.2959,3874.307628781,130.09,6.92
3941,MS,2978227,Aminoglycosides,201911,190.55180000000001,5634.0456,2636.4685824736,88.52,6.4
3942,MS,2978227,Aminoglycosides,201912,195.151,8091.077200000001,2726.41735394668,91.54,6.55
3943,MS,2978227,Broad-spectrum Penicillins,201901,101117.976,5567739.7751,892968.7254933333,29983.23,3395.24
3944,MS,2978227,Broad-spectrum Penicillins,201902,100504.4705,5990189.2645,887996.8738183334,29816.29,3374.64
3945,MS,2978227,Broad-spectrum Penicillins,201903,85350.1325,4729794.7496,748900.0789041762,25145.84,2865.8
3946,MS,2978227,Broad-spectrum Penicillins,201904,82638.0088,4676315.9765,722368.1030897049,24254.97,2774.74
3947,MS,2978227,Broad-spectrum Penicillins,201905,72693.8609,3998359.3326,630617.8317985367,21174.27,2440.84
3948,MS,2978227,Broad-spectrum Penicillins,201906,57584.4498,2935413.6475,500168.9267566667,16794.18,1933.51
3949,MS,2978227,Broad-spectrum Penicillins,201907,57165.486,2850975.0183,493799.8305766667,16580.33,1919.45
3950,MS,2978227,Broad-spectrum Penicillins,201908,69928.6236,3902643.5843,608063.170575,20416.95,2348.0
3951,MS,2978227,Broad-spectrum Penicillins,201909,74556.68490000001,4340870.5786,650214.1051783334,21832.25,2503.39
3952,MS,2978227,Broad-spectrum Penicillins,201910,79525.7879,4748523.74,686799.4377016666,23060.68,2670.24
3953,MS,2978227,Broad-spectrum Penicillins,201911,92029.5779,5747521.2669,802633.3776266667,26950.04,3090.08
3954,MS,2978227,Broad-spectrum Penicillins,201912,96262.0206,5648804.9834,847273.0853355358,28448.91,3232.19
3955,MS,2978227,Carbapenems,201901,5.5191,92.3877,49.6747,1.67,0.19
3956,MS,2978227,Carbapenems,201902,7.9565,200.0996,76.06030000000001,2.55,0.27
3957,MS,2978227,Carbapenems,201903,17.0014,141.5486,73.57363333333333,2.47,0.57
3958,MS,2978227,Carbapenems,201904,7.2393,249.1928,66.3363,2.23,0.24
3959,MS,2978227,Carbapenems,201905,12.4586,442.5985,172.50916666666666,5.79,0.42
3960,MS,2978227,Carbapenems,201906,1.786,30.362000000000002,5.060333333333333,0.17,0.06
3961,MS,2978227,Carbapenems,201907,12.5098,119.84230000000001,60.383066666666664,2.03,0.42
3962,MS,2978227,Carbapenems,201908,7.916600000000001,121.89410000000001,59.16818333333333,1.99,0.27
3963,MS,2978227,Carbapenems,201909,10.3492,222.8166,157.0782,5.27,0.35
3964,MS,2978227,Carbapenems,201910,4.9955,48.1021,48.1021,1.62,0.17
3965,MS,2978227,Carbapenems,201911,5.6675,112.0973,65.8546,2.21,0.19
3966,MS,2978227,Carbapenems,201912,6.4289000000000005,116.2941,60.60343333333333,2.03,0.22
3967,MS,2978227,Cephalosporins,201901,53233.5211,2082088.7426,422994.8910945556,14202.91,1787.42
3968,MS,2978227,Cephalosporins,201902,51253.056,2098305.2923,398463.82798861,13379.23,1720.93
3969,MS,2978227,Cephalosporins,201903,46599.4368,1842281.0501,356780.42391236,11979.62,1564.67
3970,MS,2978227,Cephalosporins,201904,45239.301400000004,1842643.2462,343207.31587168,11523.88,1519.0
3971,MS,2978227,Cephalosporins,201905,41578.3206,1667546.8262,309968.43618067,10407.82,1396.08
3972,MS,2978227,Cephalosporins,201906,34141.455,1345967.3267,252475.01699866,8477.36,1146.37
3973,MS,2978227,Cephalosporins,201907,34994.7725,1410270.5508,255120.31895816,8566.18,1175.02
3974,MS,2978227,Cephalosporins,201908,40785.2463,1697193.5211,302644.04508638,10161.89,1369.45
3975,MS,2978227,Cephalosporins,201909,42155.2068,1760066.7304,314214.23268902,10550.38,1415.45
3976,MS,2978227,Cephalosporins,201910,44404.9323,1895586.9956,331511.03443826,11131.15,1490.99
3977,MS,2978227,Cephalosporins,201911,49947.2428,2106485.6805000002,379875.20031385,12755.08,1677.08
3978,MS,2978227,Cephalosporins,201912,51949.0503,2109964.4976,401894.58770014,13494.42,1744.29
3979,MS,2978227,Glycopeptides,201901,266.5417,17773.1151,1034.2246208996285,34.73,8.95
3980,MS,2978227,Glycopeptides,201902,267.9882,17088.1172,1051.9822021420707,35.32,9.0
3981,MS,2978227,Glycopeptides,201903,276.5509,18108.2488,1253.5462833595675,42.09,9.29
3982,MS,2978227,Glycopeptides,201904,289.42130000000003,17902.9384,1086.7358020451732,36.49,9.72
3983,MS,2978227,Glycopeptides,201905,266.3854,18800.2022,1174.8984338845785,39.45,8.94
3984,MS,2978227,Glycopeptides,201906,276.6277,17036.9721,1014.1763519646846,34.05,9.29
3985,MS,2978227,Glycopeptides,201907,284.7675,19668.9199,1484.9244707511348,49.86,9.56
3986,MS,2978227,Glycopeptides,201908,312.4596,17385.2329,1136.5577327840062,38.16,10.49
3987,MS,2978227,Glycopeptides,201909,252.2483,14671.9421,1056.0671074707275,35.46,8.47
3988,MS,2978227,Glycopeptides,201910,340.8793,20506.0512,1389.74959620436,46.66,11.45
3989,MS,2978227,Glycopeptides,201911,264.3751,15606.8764,1075.7358389360745,36.12,8.88
3990,MS,2978227,Glycopeptides,201912,265.3232,18045.6011,1133.4025021093191,38.06,8.91
3991,MS,2978227,Lipopeptides,201901,0.9427,18.854,33.667851756,1.13,0.03
3992,MS,2978227,Lipopeptides,201902,0.9483,18.966,33.867851724000005,1.14,0.03
3993,MS,2978227,Lipopeptides,201906,1.0021,21.0441,37.5787439874,1.26,0.03
3994,MS,2978227,Lipopeptides,201909,1.9399,24.327199999999998,43.4414216208,1.46,0.07
3995,MS,2978227,Lipopeptides,201910,2.8982,32.081,57.287490834,1.92,0.1
3996,MS,2978227,Lipopeptides,201911,0.9211,18.422,32.896423308,1.1,0.03
3997,MS,2978227,Lipopeptides,201912,0.976,39.04,69.71427455999999,2.34,0.03
3998,MS,2978227,Macrolides,201901,83331.3902,1322163.7219,497777.06698097,16713.87,2798.02
3999,MS,2978227,Macrolides,201902,84438.8152,1354519.1493,494759.4079772589,16612.55,2835.2
4000,MS,2978227,Macrolides,201903,66746.779,1139759.5251,400034.3817303847,13431.96,2241.16
4001,MS,2978227,Macrolides,201904,62985.8903,1142981.3104,379581.32375907345,12745.21,2114.88
4002,MS,2978227,Macrolides,201905,54963.3959,1064095.4929,338154.5093974874,11354.22,1845.51
4003,MS,2978227,Macrolides,201906,41637.4352,884316.3893,262573.20654110634,8816.43,1398.06
4004,MS,2978227,Macrolides,201907,41408.3533,930685.0697,261187.8032416793,8769.91,1390.37
4005,MS,2978227,Macrolides,201908,52377.5489,1050657.0348,318010.2869994036,10677.84,1758.68
4006,MS,2978227,Macrolides,201909,57315.6102,1100091.4536,341697.31609026564,11473.18,1924.49
4007,MS,2978227,Macrolides,201910,61061.4289,1203639.5694,361247.9432990522,12129.63,2050.26
4008,MS,2978227,Macrolides,201911,74507.6923,1253661.8102,436022.8326542596,14640.35,2501.75
4009,MS,2978227,Macrolides,201912,79258.3182,1252161.7925,466766.6530920711,15672.64,2661.26
4010,MS,2978227,Monobactams,201906,1.0266,1.0266,0.25665,0.01,0.03
4011,MS,2978227,Narrow-spectrum Penicillins,201901,5108.923,186883.569,34990.3666,1174.87,171.54
4012,MS,2978227,Narrow-spectrum Penicillins,201902,4676.4937,179190.2254,31504.9316,1057.84,157.02
4013,MS,2978227,Narrow-spectrum Penicillins,201903,4624.7945,170784.7863,31801.70322415734,1067.81,155.29
4014,MS,2978227,Narrow-spectrum Penicillins,201904,4579.1601,172317.6123,31116.864375,1044.81,153.75
4015,MS,2978227,Narrow-spectrum Penicillins,201905,4312.9957,159973.9531,29855.7870625,1002.47,144.82
4016,MS,2978227,Narrow-spectrum Penicillins,201906,3974.3233,143833.6725,27666.15295,928.95,133.45
4017,MS,2978227,Narrow-spectrum Penicillins,201907,4178.0113,156227.2401,29443.402575,988.62,140.29
4018,MS,2978227,Narrow-spectrum Penicillins,201908,4235.0118,156705.6518,29604.63575,994.04,142.2
4019,MS,2978227,Narrow-spectrum Penicillins,201909,4035.089,150152.79439999998,27905.005910882,936.97,135.49
4020,MS,2978227,Narrow-spectrum Penicillins,201910,4309.9546,166323.0393,30092.7966625,1010.43,144.72
4021,MS,2978227,Narrow-spectrum Penicillins,201911,3862.3022,149509.5721,26724.726075,897.34,129.68
4022,MS,2978227,Narrow-spectrum Penicillins,201912,4085.8293,156099.9152,28524.411175,957.76,137.19
4023,MS,2978227,Others,201901,33.5192,4328.9002,341.27527428652047,11.46,1.13
4024,MS,2978227,Others,201902,40.0886,4413.0635,396.3626954838973,13.31,1.35
4025,MS,2978227,Others,201903,38.5077,5033.8512,358.69251087899676,12.04,1.29
4026,MS,2978227,Others,201904,49.9582,7549.9992,510.4011230866693,17.14,1.68
4027,MS,2978227,Others,201905,29.9376,4993.7468,368.87732929858123,12.39,1.01
4028,MS,2978227,Others,201906,47.1974,5149.448899999999,431.32905022708724,14.48,1.58
4029,MS,2978227,Others,201907,65.2307,9061.8879,632.0764904091488,21.22,2.19
4030,MS,2978227,Others,201908,73.3566,7890.6988,600.2782303752841,20.16,2.46
4031,MS,2978227,Others,201909,91.2533,12682.6999,933.4667793477648,31.34,3.06
4032,MS,2978227,Others,201910,56.4609,7284.6796,640.5999118704023,21.51,1.9
4033,MS,2978227,Others,201911,39.704100000000004,6806.3494,600.2627382997554,20.16,1.33
4034,MS,2978227,Others,201912,70.0969,9062.1581,746.2074203004507,25.06,2.35
4035,MS,2978227,Oxazolidinones,201901,133.7989,4599.7909,1583.67325209004,53.18,4.49
4036,MS,2978227,Oxazolidinones,201902,133.1942,3783.3511,1473.1170512,49.46,4.47
4037,MS,2978227,Oxazolidinones,201903,146.9507,9140.3133,1557.2013,52.29,4.93
4038,MS,2978227,Oxazolidinones,201904,134.6892,2826.0639,1427.12995,47.92,4.52
4039,MS,2978227,Oxazolidinones,201905,141.1869,3609.6776,1541.69030078824,51.77,4.74
4040,MS,2978227,Oxazolidinones,201906,177.035,3859.9308,1994.7731999999999,66.98,5.94
4041,MS,2978227,Oxazolidinones,201907,198.0376,4163.3284,2088.00665019914,70.11,6.65
4042,MS,2978227,Oxazolidinones,201908,150.5145,3273.2445,1556.92045041744,52.28,5.05
4043,MS,2978227,Oxazolidinones,201909,144.907,3213.3487,1668.9964,56.04,4.87
4044,MS,2978227,Oxazolidinones,201910,141.0016,2762.0237,1460.88625,49.05,4.73
4045,MS,2978227,Oxazolidinones,201911,142.4346,3182.2686,1618.9593,54.36,4.78
4046,MS,2978227,Oxazolidinones,201912,161.3748,3348.6578,1515.09280058878,50.87,5.42
4047,MS,2978227,Polymyxins,201902,1.0731,30.0468,30.0468,1.01,0.04
4048,MS,2978227,Polymyxins,201903,2.0126,112.7056,112.7056,3.78,0.07
4049,MS,2978227,Quinolones,201901,28198.763,384315.1966,250300.26157,8404.34,946.83
4050,MS,2978227,Quinolones,201902,24925.9519,343828.20040000003,224010.5655,7521.61,836.94
4051,MS,2978227,Quinolones,201903,23636.7238,334952.9084,210402.56524,7064.69,793.65
4052,MS,2978227,Quinolones,201904,23473.1905,332348.5662,208184.2905,6990.21,788.16
4053,MS,2978227,Quinolones,201905,23278.995600000002,329217.9653,204728.14402500002,6874.16,781.64
4054,MS,2978227,Quinolones,201906,20891.341,308667.6362,185512.28879,6228.95,701.47
4055,MS,2978227,Quinolones,201907,21969.832000000002,324168.6499,193527.172735,6498.07,737.68
4056,MS,2978227,Quinolones,201908,22806.709,335673.073,202297.77234,6792.56,765.78
4057,MS,2978227,Quinolones,201909,22347.3447,324050.3351,199364.18705,6694.06,750.36
4058,MS,2978227,Quinolones,201910,23437.1089,344604.2154,206829.2806,6944.71,786.95
4059,MS,2978227,Quinolones,201911,23431.7109,327836.9411,208634.37496,7005.32,786.77
4060,MS,2978227,Quinolones,201912,25416.4595,349771.825,228505.104395,7672.52,853.41
4061,MS,2978227,Tetracyclines,201901,26857.3177,664947.3758,590496.9029133592,19827.13,901.79
4062,MS,2978227,Tetracyclines,201902,24483.9034,606054.6535,539387.1953994996,18111.02,822.1
4063,MS,2978227,Tetracyclines,201903,23749.2977,600237.8963,527762.3771327017,17720.69,797.43
4064,MS,2978227,Tetracyclines,201904,22853.0747,585088.8108,516421.5777506821,17339.9,767.34
4065,MS,2978227,Tetracyclines,201905,22808.5445,577456.3955,507219.4514111694,17030.92,765.84
4066,MS,2978227,Tetracyclines,201906,19678.957,512168.81200000003,445662.4099061396,14964.02,660.76
4067,MS,2978227,Tetracyclines,201907,20494.0722,536507.3232,465257.2825561253,15621.96,688.13
4068,MS,2978227,Tetracyclines,201908,21372.7311,561797.4434,488263.2192917102,16394.43,717.63
4069,MS,2978227,Tetracyclines,201909,21869.463,560565.2959,490405.5930443002,16466.36,734.31
4070,MS,2978227,Tetracyclines,201910,23136.4713,596472.5596,523234.5787417587,17568.66,776.85
4071,MS,2978227,Tetracyclines,201911,24342.9505,605200.6989,539341.1203073146,18109.47,817.36
4072,MS,2978227,Tetracyclines,201912,27725.1812,668780.1562,601511.8406284,20196.98,930.93
4073,MS,2978227,Trimethoprim and combinations,201901,24583.6722,847983.2916,894665.782604,30040.21,825.45
4074,MS,2978227,Trimethoprim and combinations,201902,21530.6577,742025.0294,783533.597256,26308.73,722.94
4075,MS,2978227,Trimethoprim and combinations,201903,22114.5692,764385.5231999999,802889.544135928,26958.64,742.54
4076,MS,2978227,Trimethoprim and combinations,201904,22728.2261,801170.3752,817413.18154098,27446.3,763.15
4077,MS,2978227,Trimethoprim and combinations,201905,23509.9131,842529.4781,845127.0232059635,28376.85,789.39
4078,MS,2978227,Trimethoprim and combinations,201906,21906.9436,787410.3973000001,783264.137373,26299.68,735.57
4079,MS,2978227,Trimethoprim and combinations,201907,24521.1363,906335.3395,884301.91259,29692.23,823.35
4080,MS,2978227,Trimethoprim and combinations,201908,24850.416100000002,936905.4673,896632.409655,30106.25,834.4
4081,MS,2978227,Trimethoprim and combinations,201909,23530.3999,887231.4692,843202.030556313,28312.21,790.08
4082,MS,2978227,Trimethoprim and combinations,201910,24116.2936,877533.7033,869253.407110558,29186.94,809.75
4083,MS,2978227,Trimethoprim and combinations,201911,21231.0539,749644.0969,762910.356229892,25616.26,712.88
4084,MS,2978227,Trimethoprim and combinations,201912,21591.0778,743335.4145,780209.42525,26197.11,724.96
4085,MT,1070123,Aminoglycosides,201901,120.7487,13792.8524,1837.8397464999998,171.74,11.28
4086,MT,1070123,Aminoglycosides,201902,102.5222,12173.3374,2012.922764367,188.1,9.58
4087,MT,1070123,Aminoglycosides,201903,106.0351,25099.391600000003,3668.1100852278,342.77,9.91
4088,MT,1070123,Aminoglycosides,201904,114.0015,12436.9382,2046.7984989863999,191.27,10.65
4089,MT,1070123,Aminoglycosides,201905,107.12310000000001,34052.9116,4668.8416237952,436.29,10.01
4090,MT,1070123,Aminoglycosides,201906,90.9379,8537.2362,1416.03815156,132.32,8.5
4091,MT,1070123,Aminoglycosides,201907,94.27560000000001,19237.183399999998,2646.9331778299997,247.35,8.81
4092,MT,1070123,Aminoglycosides,201908,88.3,9492.1716,1566.6115521095198,146.4,8.25
4093,MT,1070123,Aminoglycosides,201909,111.9579,16010.6101,2645.97914594,247.26,10.46
4094,MT,1070123,Aminoglycosides,201910,121.39020000000001,33925.8644,4064.4915739499997,379.82,11.34
4095,MT,1070123,Aminoglycosides,201911,93.5588,10140.2105,1562.33906912,146.0,8.74
4096,MT,1070123,Aminoglycosides,201912,118.2997,14941.411,1884.30778898408,176.08,11.05
4097,MT,1070123,Broad-spectrum Penicillins,201901,20751.1708,1074958.7473,193338.6993559954,18066.96,1939.14
4098,MT,1070123,Broad-spectrum Penicillins,201902,19874.617899999997,1156708.9669,186261.861425,17405.65,1857.23
4099,MT,1070123,Broad-spectrum Penicillins,201903,20387.7267,1119906.2616,191782.5352712892,17921.54,1905.18
4100,MT,1070123,Broad-spectrum Penicillins,201904,18946.575,962555.2231,175961.51957340434,16443.11,1770.5
4101,MT,1070123,Broad-spectrum Penicillins,201905,17146.817900000002,829319.6658,157627.97619232372,14729.89,1602.32
4102,MT,1070123,Broad-spectrum Penicillins,201906,13870.8077,593669.3879,127863.95850496046,11948.53,1296.19
4103,MT,1070123,Broad-spectrum Penicillins,201907,13297.1219,534789.7488,123035.14091016666,11497.29,1242.58
4104,MT,1070123,Broad-spectrum Penicillins,201908,12507.5344,483299.3994,113885.12943128281,10642.25,1168.79
4105,MT,1070123,Broad-spectrum Penicillins,201909,14237.704099999999,637836.1236,132390.9039592142,12371.56,1330.47
4106,MT,1070123,Broad-spectrum Penicillins,201910,16676.2227,747238.2246,155100.67956749722,14493.72,1558.35
4107,MT,1070123,Broad-spectrum Penicillins,201911,15623.6257,779096.9327,145704.83413333332,13615.71,1459.98
4108,MT,1070123,Broad-spectrum Penicillins,201912,18462.932399999998,969860.4637000001,173808.8948689952,16241.95,1725.31
4109,MT,1070123,Carbapenems,201908,1.0288,20.576,3.429333333333333,0.32,0.1
4110,MT,1070123,Carbapenems,201912,0.933,8.397,8.397,0.78,0.09
4111,MT,1070123,Cephalosporins,201901,8155.6402,306583.22990000003,60568.14326626,5659.92,762.12
4112,MT,1070123,Cephalosporins,201902,7322.5357,292081.7079,54845.84803465,5125.19,684.27
4113,MT,1070123,Cephalosporins,201903,8419.0018,325896.2736,64584.15608876,6035.21,786.73
4114,MT,1070123,Cephalosporins,201904,8393.131800000001,321882.55,62804.782129700005,5868.93,784.31
4115,MT,1070123,Cephalosporins,201905,8288.1111,304688.1483,61589.75185065,5755.39,774.5
4116,MT,1070123,Cephalosporins,201906,7501.040300000001,275542.0789,54949.75239584,5134.9,700.95
4117,MT,1070123,Cephalosporins,201907,7998.7211,285217.2023,57984.15640726,5418.46,747.46
4118,MT,1070123,Cephalosporins,201908,7917.5916,273970.2708,56879.29259205,5315.21,739.88
4119,MT,1070123,Cephalosporins,201909,7788.9385,274051.142,57253.59347055,5350.19,727.85
4120,MT,1070123,Cephalosporins,201910,7802.9285,284033.7587,59800.03054437,5588.15,729.16
4121,MT,1070123,Cephalosporins,201911,7306.5895,272788.8792,55137.05994301,5152.4,682.78
4122,MT,1070123,Cephalosporins,201912,8068.7406,293730.03250000003,60600.56775858,5662.95,754.0
4123,MT,1070123,Glycopeptides,201901,103.5091,5797.0543,456.7631256694542,42.68,9.67
4124,MT,1070123,Glycopeptides,201902,84.0479,5024.3565,361.05561292455735,33.74,7.85
4125,MT,1070123,Glycopeptides,201903,104.1731,5301.7254,398.21735669115634,37.21,9.73
4126,MT,1070123,Glycopeptides,201904,99.0889,6786.7738,437.1818820966672,40.85,9.26
4127,MT,1070123,Glycopeptides,201905,102.2886,5534.5334,354.57928179582393,33.13,9.56
4128,MT,1070123,Glycopeptides,201906,95.2491,6423.6573,382.27575068871585,35.72,8.9
4129,MT,1070123,Glycopeptides,201907,84.2747,5033.071,241.0511316995578,22.53,7.88
4130,MT,1070123,Glycopeptides,201908,97.0123,4532.8856,297.92347512911766,27.84,9.07
4131,MT,1070123,Glycopeptides,201909,81.6649,4608.8576,325.00685024385194,30.37,7.63
4132,MT,1070123,Glycopeptides,201910,79.3186,3775.2635999999998,234.38607518669647,21.9,7.41
4133,MT,1070123,Glycopeptides,201911,73.3677,4043.9997,246.8709939852968,23.07,6.86
4134,MT,1070123,Glycopeptides,201912,92.0658,5281.1506,296.5427255206059,27.71,8.6
4135,MT,1070123,Lipopeptides,201903,1.0269,8.2152,14.6699976528,1.37,0.1
4136,MT,1070123,Lipopeptides,201904,1.0066,1.0066,1.7974997123999998,0.17,0.09
4137,MT,1070123,Lipopeptides,201909,0.9838,13.7732,17.2165,1.61,0.09
4138,MT,1070123,Macrolides,201901,12719.3975,176752.0348,75041.7294588,7012.44,1188.59
4139,MT,1070123,Macrolides,201902,12441.6338,167912.0526,72438.83760599991,6769.21,1162.64
