,prescriber_st,POPESTIMATE2017,class,year_month,trx,qty,DDD,DDDper1000
63,AK,740983.0,Narrow-spectrum Penicillins,201701,921.9533,35514.8781,6426.397587500001,8.67
64,AK,740983.0,Narrow-spectrum Penicillins,201702,842.8219,34421.1017,5981.857175,8.07
65,AK,740983.0,Narrow-spectrum Penicillins,201703,1027.7294,41976.0916,7036.30265,9.5
66,AK,740983.0,Narrow-spectrum Penicillins,201704,911.6046,34308.1925,6332.32155,8.55
67,AK,740983.0,Narrow-spectrum Penicillins,201705,958.8964,35848.6764,6567.5868125,8.86
68,AK,740983.0,Narrow-spectrum Penicillins,201706,826.0964,29827.268500000002,5992.63665,8.09
69,AK,740983.0,Narrow-spectrum Penicillins,201707,792.0852,29177.520800000002,5536.436949999999,7.47
70,AK,740983.0,Narrow-spectrum Penicillins,201708,869.5361,28572.021800000002,6214.371325,8.39
71,AK,740983.0,Narrow-spectrum Penicillins,201709,718.6654,26565.1924,5269.677625,7.11
72,AK,740983.0,Narrow-spectrum Penicillins,201710,798.7853,32237.6717,5529.68765,7.46
73,AK,740983.0,Narrow-spectrum Penicillins,201711,860.7266,35672.6432,5949.4413875,8.03
74,AK,740983.0,Narrow-spectrum Penicillins,201712,966.8882,40780.9713,6610.4823375000005,8.92
75,AK,740983.0,Others,201701,9.6024,460.8028,60.9109374278,0.08
76,AK,740983.0,Others,201702,5.267,303.0378,35.643778266,0.05
77,AK,740983.0,Others,201703,2.9886,22.6097,6.544420000000001,0.01
78,AK,740983.0,Others,201704,2.9030000000000005,513.9833,35.3166195,0.05
79,AK,740983.0,Others,201705,8.603299999999999,606.25,51.89146487152,0.07
80,AK,740983.0,Others,201706,9.3787,747.4598,55.65711714850001,0.08
81,AK,740983.0,Others,201707,8.744299999999999,594.0792,60.8977580464,0.08
82,AK,740983.0,Others,201708,5.8314,567.995,49.8964781216,0.07
83,AK,740983.0,Others,201709,8.993599999999999,1005.3942,82.13091357078,0.11
84,AK,740983.0,Others,201710,14.1598,621.7197000000001,68.31839677596,0.09
85,AK,740983.0,Others,201711,11.306700000000001,1235.9957000000002,99.3529120504,0.13
86,AK,740983.0,Others,201712,5.7047,1172.091,84.6977122944,0.11
87,AK,740983.0,Oxazolidinones,201701,19.0049,305.0376,152.5188,0.21
88,AK,740983.0,Oxazolidinones,201702,4.6541,105.4738,52.7369,0.07
89,AK,740983.0,Oxazolidinones,201703,10.9533,237.2602,118.6301,0.16
90,AK,740983.0,Oxazolidinones,201704,5.875299999999999,98.6709,49.33545,0.07
91,AK,740983.0,Oxazolidinones,201705,13.196,282.8411,141.42055,0.19
92,AK,740983.0,Oxazolidinones,201706,7.8017,255.7036,127.8518,0.17
93,AK,740983.0,Oxazolidinones,201707,12.5568,358.6542,179.3271,0.24
94,AK,740983.0,Oxazolidinones,201708,9.5796,245.1398,122.5699,0.17
95,AK,740983.0,Oxazolidinones,201709,13.9725,325.8522,162.9261,0.22
96,AK,740983.0,Oxazolidinones,201710,10.6242,221.356,110.678,0.15
97,AK,740983.0,Oxazolidinones,201711,15.850499999999998,422.71250000000003,211.35625000000002,0.29
98,AK,740983.0,Oxazolidinones,201712,14.4895,315.2674,157.6337,0.21
99,AK,740983.0,Polymyxins,201707,1.0861,64.0799,64.0799,0.09
100,AK,740983.0,Polymyxins,201708,1.1035,66.21,66.21,0.09
101,AK,740983.0,Polymyxins,201709,1.1322,67.932,67.932,0.09
102,AK,740983.0,Quinolones,201701,3053.0058,40739.5458,25566.4638,34.5
103,AK,740983.0,Quinolones,201702,2764.6025,37035.6884,23640.645275000003,31.9
104,AK,740983.0,Quinolones,201703,2830.8213,37870.2341,24263.556925,32.75
105,AK,740983.0,Quinolones,201704,2455.5877,32384.7696,20131.15515,27.17
106,AK,740983.0,Quinolones,201705,2634.6418,34796.702000000005,21393.30024,28.87
107,AK,740983.0,Quinolones,201706,2503.1085,34085.3579,20511.55675,27.68
108,AK,740983.0,Quinolones,201707,2356.2155000000002,32637.86,19209.1418,25.92
109,AK,740983.0,Quinolones,201708,2437.5962,34371.3151,20044.1338,27.05
110,AK,740983.0,Quinolones,201709,2564.949,35521.191,21637.95116,29.2
111,AK,740983.0,Quinolones,201710,2425.8672,34863.1313,20813.523624999998,28.09
112,AK,740983.0,Quinolones,201711,2285.3668,33554.377100000005,19627.694275,26.49
113,AK,740983.0,Quinolones,201712,2346.2033,32270.1105,20262.75795,27.35
114,AK,740983.0,Tetracyclines,201701,2329.4089,91820.4748,65401.404085,88.26
115,AK,740983.0,Tetracyclines,201702,2244.1328,84966.2345,61224.412575,82.63
116,AK,740983.0,Tetracyclines,201703,2540.6328,99678.5281,69921.15322000001,94.36
117,AK,740983.0,Tetracyclines,201704,2274.2005,89757.2779,62604.75916,84.49
118,AK,740983.0,Tetracyclines,201705,2343.8539,93352.0572,64066.920620000004,86.46
119,AK,740983.0,Tetracyclines,201706,2235.4664,88457.6199,62255.237625,84.02
120,AK,740983.0,Tetracyclines,201707,2121.0017000000003,83839.1776,60443.52395,81.57
121,AK,740983.0,Tetracyclines,201708,2141.7531,88492.5818,61696.961540000004,83.26
122,AK,740983.0,Tetracyclines,201709,2139.2505,82743.8528,59956.72268,80.92
123,AK,740983.0,Tetracyclines,201710,2304.6887,90104.054,63777.92013,86.07
124,AK,740983.0,Tetracyclines,201711,2352.4783,91562.0419,64627.3710325,87.22
125,AK,740983.0,Tetracyclines,201712,2426.9871,93931.7008,68497.01095,92.44
126,AK,740983.0,Trimethoprim and combinations,201701,2407.3067,75159.4412,91673.9047,123.72
127,AK,740983.0,Trimethoprim and combinations,201702,2192.9835,72997.0534,89089.6668,120.23
128,AK,740983.0,Trimethoprim and combinations,201703,2458.5628,79711.8674,97508.25469999999,131.59
129,AK,740983.0,Trimethoprim and combinations,201704,2352.1418,73447.2787,90794.94387,122.53
130,AK,740983.0,Trimethoprim and combinations,201705,2579.4288,77656.5838,97940.22112,132.18
131,AK,740983.0,Trimethoprim and combinations,201706,2587.6059,77420.9823,97944.41985,132.18
132,AK,740983.0,Trimethoprim and combinations,201707,2609.7541,78602.98019999999,95552.072485,128.95
133,AK,740983.0,Trimethoprim and combinations,201708,2842.0557,88811.067,107950.68033,145.69
134,AK,740983.0,Trimethoprim and combinations,201709,2542.0625,73492.1375,97001.73896,130.91
135,AK,740983.0,Trimethoprim and combinations,201710,2738.9943000000003,82504.3867,103222.86073500001,139.31
136,AK,740983.0,Trimethoprim and combinations,201711,2346.7814,71002.041,90194.66877,121.72
137,AK,740983.0,Trimethoprim and combinations,201712,2257.9062000000004,65333.3391,84465.345815,113.99
138,AL,4877989.0,Aminoglycosides,201701,344.7165,13071.9837,2299.2176279405,0.47
139,AL,4877989.0,Aminoglycosides,201702,268.8014,8971.5029,1473.70935805,0.3
140,AL,4877989.0,Aminoglycosides,201703,361.2342,13201.8014,2266.58025265,0.46
141,AL,4877989.0,Aminoglycosides,201704,294.1392,11060.1402,1914.3482845,0.39
142,AL,4877989.0,Aminoglycosides,201705,329.8132,13857.1646,2441.77258716,0.5
143,AL,4877989.0,Aminoglycosides,201706,339.5107,14111.973,2476.09980465684,0.51
144,AL,4877989.0,Aminoglycosides,201707,293.9809,10019.457699999999,1744.6525440212,0.36
145,AL,4877989.0,Aminoglycosides,201708,326.3896,12761.4756,2233.32848401512,0.46
146,AL,4877989.0,Aminoglycosides,201709,358.8181,12562.8149,2207.776010825,0.45
147,AL,4877989.0,Aminoglycosides,201710,285.6447,11513.6091,2037.3359856299999,0.42
148,AL,4877989.0,Aminoglycosides,201711,293.5936,11392.2412,1840.44074786955,0.38
149,AL,4877989.0,Aminoglycosides,201712,294.0809,10167.196,1578.4582044384001,0.32
150,AL,4877989.0,Broad-spectrum Penicillins,201701,150226.3185,8637269.934700001,1340992.494857341,274.91
151,AL,4877989.0,Broad-spectrum Penicillins,201702,164613.2907,10201022.4628,1485655.4596875,304.56
152,AL,4877989.0,Broad-spectrum Penicillins,201703,158883.24109999998,9550497.5783,1417247.9223883334,290.54
153,AL,4877989.0,Broad-spectrum Penicillins,201704,117974.3108,6768095.408,1042319.3112741667,213.68
154,AL,4877989.0,Broad-spectrum Penicillins,201705,125948.9842,7270064.8575,1108402.03441065,227.23
155,AL,4877989.0,Broad-spectrum Penicillins,201706,101443.1741,5188389.7215,881421.1816316667,180.69
156,AL,4877989.0,Broad-spectrum Penicillins,201707,91515.4283,4516441.373,791361.5718268206,162.23
157,AL,4877989.0,Broad-spectrum Penicillins,201708,118891.5786,6464256.2578,1041526.2192375972,213.52
158,AL,4877989.0,Broad-spectrum Penicillins,201709,119789.3329,6679371.7266,1056328.5214042638,216.55
159,AL,4877989.0,Broad-spectrum Penicillins,201710,129445.7157,7600055.6671,1135313.8136916666,232.74
160,AL,4877989.0,Broad-spectrum Penicillins,201711,149752.1552,8948749.2404,1326357.5790716666,271.91
161,AL,4877989.0,Broad-spectrum Penicillins,201712,161989.25890000002,9656938.8814,1448595.5198641666,296.97
162,AL,4877989.0,Carbapenems,201701,8.8746,81.7448,63.67063333333333,0.01
163,AL,4877989.0,Carbapenems,201702,19.7856,190.3407,155.27203333333333,0.03
164,AL,4877989.0,Carbapenems,201703,2.1102,3.328,3.328,0.0
165,AL,4877989.0,Carbapenems,201704,7.1794,47.5741,39.4381,0.01
166,AL,4877989.0,Carbapenems,201705,7.8058,61.2095,60.43158333333333,0.01
167,AL,4877989.0,Carbapenems,201706,11.9512,129.9504,129.9504,0.03
168,AL,4877989.0,Carbapenems,201707,10.221499999999999,46.8655,43.59803333333333,0.01
169,AL,4877989.0,Carbapenems,201708,8.729099999999999,78.7591,41.039100000000005,0.01
170,AL,4877989.0,Carbapenems,201709,18.6965,138.0086,138.0086,0.03
171,AL,4877989.0,Carbapenems,201710,2.8783,30.8353,10.278433333333334,0.0
172,AL,4877989.0,Carbapenems,201711,4.6251,97.33879999999999,31.756133333333334,0.01
173,AL,4877989.0,Carbapenems,201712,7.1722,103.75319999999999,61.4277,0.01
174,AL,4877989.0,Cephalosporins,201701,82293.1671,3207760.6513,636617.75402772,130.51
175,AL,4877989.0,Cephalosporins,201702,86569.5337,3518548.5518,669871.35524828,137.33
176,AL,4877989.0,Cephalosporins,201703,85152.6399,3466217.8017,645298.80295554,132.29
177,AL,4877989.0,Cephalosporins,201704,66022.7427,2642651.036,488336.95895482,100.11
178,AL,4877989.0,Cephalosporins,201705,70814.8319,2883999.353,519977.93792162,106.6
179,AL,4877989.0,Cephalosporins,201706,60578.6745,2361883.093,438515.21604047,89.9
180,AL,4877989.0,Cephalosporins,201707,55643.4221,2173532.0314,398444.14870556,81.68
181,AL,4877989.0,Cephalosporins,201708,68859.4151,2739753.6746,503427.90680609,103.2
182,AL,4877989.0,Cephalosporins,201709,67975.629,2658226.7399999998,505254.22331674,103.58
183,AL,4877989.0,Cephalosporins,201710,72027.385,2894974.7932,530544.75360738,108.76
184,AL,4877989.0,Cephalosporins,201711,82711.2982,3243507.1531,627763.87202647,128.69
185,AL,4877989.0,Cephalosporins,201712,89940.9814,3469147.8509,703308.95960848,144.18
186,AL,4877989.0,Glycopeptides,201701,239.6393,11318.221,865.96430625,0.18
187,AL,4877989.0,Glycopeptides,201702,221.5731,10384.5585,867.830625,0.18
188,AL,4877989.0,Glycopeptides,201703,318.5037,14744.6654,1094.79720625,0.22
189,AL,4877989.0,Glycopeptides,201704,298.9509,13876.8454,1055.8105,0.22
190,AL,4877989.0,Glycopeptides,201705,275.5391,13865.2696,1042.4118375,0.21
191,AL,4877989.0,Glycopeptides,201706,286.5323,16505.1882,1092.9834875,0.22
192,AL,4877989.0,Glycopeptides,201707,265.8686,15909.8879,1048.98000625,0.22
193,AL,4877989.0,Glycopeptides,201708,281.9007,15882.6576,1125.22905625,0.23
194,AL,4877989.0,Glycopeptides,201709,242.9078,14945.3162,1157.809275,0.24
195,AL,4877989.0,Glycopeptides,201710,228.1002,11066.9295,917.8022187500001,0.19
196,AL,4877989.0,Glycopeptides,201711,238.55519999999999,12206.8405,883.5946125,0.18
197,AL,4877989.0,Glycopeptides,201712,259.4024,12846.004500000001,1060.0095875,0.22
198,AL,4877989.0,Lipopeptides,201704,0.9615,14.4225,25.754460165,0.01
199,AL,4877989.0,Lipopeptides,201708,3.082,76.868,137.263933772,0.03
200,AL,4877989.0,Lipopeptides,201709,1.9841,39.5842,70.6860601188,0.01
201,AL,4877989.0,Lipopeptides,201711,0.9453,11.3436,20.256425330400003,0.0
202,AL,4877989.0,Macrolides,201701,119028.9359,1688342.2855,733488.2152129769,150.37
203,AL,4877989.0,Macrolides,201702,130758.4236,1792219.0695,799874.1651382279,163.98
204,AL,4877989.0,Macrolides,201703,117799.4397,1746655.7942,730801.4471846422,149.82
205,AL,4877989.0,Macrolides,201704,80448.6953,1334301.7827,505499.1911467686,103.63
206,AL,4877989.0,Macrolides,201705,86541.4001,1450653.5662,546444.1897810989,112.02
207,AL,4877989.0,Macrolides,201706,68823.7282,1251207.2951,439364.6917330618,90.07
208,AL,4877989.0,Macrolides,201707,60389.628,1178849.3529,387496.98921912,79.44
209,AL,4877989.0,Macrolides,201708,81351.3792,1454430.0517,510961.8297104606,104.75
210,AL,4877989.0,Macrolides,201709,88597.3804,1440447.7492,551709.57578775,113.1
211,AL,4877989.0,Macrolides,201710,93212.3356,1557682.7554,577886.8986427316,118.47
212,AL,4877989.0,Macrolides,201711,117013.4912,1722211.9094,720029.8111382207,147.61
213,AL,4877989.0,Macrolides,201712,139530.8893,1863587.1074,854365.992293052,175.15
214,AL,4877989.0,Monobactams,201712,0.9924,4.962,1.2405,0.0
215,AL,4877989.0,Narrow-spectrum Penicillins,201701,5570.1213,247589.8199,35632.1823125,7.3
216,AL,4877989.0,Narrow-spectrum Penicillins,201702,5568.0447,252035.869,35504.298975,7.28
217,AL,4877989.0,Narrow-spectrum Penicillins,201703,6236.1414,282823.7624,40041.7261625,8.21
218,AL,4877989.0,Narrow-spectrum Penicillins,201704,5144.8137,217928.6672,32945.5634625,6.75
219,AL,4877989.0,Narrow-spectrum Penicillins,201705,5520.4239,239203.7308,35812.2552125,7.34
220,AL,4877989.0,Narrow-spectrum Penicillins,201706,5353.1508,225661.81160000002,34897.3309125,7.15
221,AL,4877989.0,Narrow-spectrum Penicillins,201707,4883.3035,202381.0805,31420.3556375,6.44
222,AL,4877989.0,Narrow-spectrum Penicillins,201708,5469.0517,235454.2714,34921.0753625,7.16
223,AL,4877989.0,Narrow-spectrum Penicillins,201709,4654.4694,201130.6687,30209.3595125,6.19
224,AL,4877989.0,Narrow-spectrum Penicillins,201710,5025.3192,224351.2499,31930.49095,6.55
225,AL,4877989.0,Narrow-spectrum Penicillins,201711,4917.1243,219229.4772,31003.38675,6.36
226,AL,4877989.0,Narrow-spectrum Penicillins,201712,4853.9984,214262.5916,31333.646075,6.42
227,AL,4877989.0,Others,201701,108.9381,14899.0069,1328.17810149882,0.27
228,AL,4877989.0,Others,201702,108.0278,12109.9669,972.64127916392,0.2
229,AL,4877989.0,Others,201703,130.3215,15886.5705,1473.86864337176,0.3
230,AL,4877989.0,Others,201704,111.5983,14718.5608,1380.0454337357,0.28
231,AL,4877989.0,Others,201705,139.3213,14243.947900000001,1473.80016881151,0.3
232,AL,4877989.0,Others,201706,138.7283,15745.7444,1349.64657860528,0.28
233,AL,4877989.0,Others,201707,128.9634,13222.1985,1331.65497703134,0.27
234,AL,4877989.0,Others,201708,144.9049,15648.9493,1362.391324784632,0.28
235,AL,4877989.0,Others,201709,102.4537,9995.3798,1044.2996147004,0.21
236,AL,4877989.0,Others,201710,115.60810000000001,11775.4576,1210.32677114626,0.25
237,AL,4877989.0,Others,201711,126.6218,11135.478000000001,1199.66811953518,0.25
238,AL,4877989.0,Others,201712,101.1372,12246.6899,1182.3982325092,0.24
239,AL,4877989.0,Oxazolidinones,201701,131.7502,2917.4801,1475.33455,0.3
240,AL,4877989.0,Oxazolidinones,201702,172.0452,5134.0876,1944.0685517513,0.4
241,AL,4877989.0,Oxazolidinones,201703,163.2485,4920.1864,1730.49940202096,0.35
242,AL,4877989.0,Oxazolidinones,201704,153.1225,4031.6114,1443.9505016014,0.3
243,AL,4877989.0,Oxazolidinones,201705,174.5419,5862.5527,1908.38785286436,0.39
244,AL,4877989.0,Oxazolidinones,201706,174.7204,4389.6097,1909.5039212,0.39
245,AL,4877989.0,Oxazolidinones,201707,150.9531,3971.1815,1733.64040080542,0.36
246,AL,4877989.0,Oxazolidinones,201708,173.7289,4800.3401,1878.14915145596,0.39
247,AL,4877989.0,Oxazolidinones,201709,146.1604,4776.048,1521.74765240682,0.31
248,AL,4877989.0,Oxazolidinones,201710,236.404,7008.241,2554.45940269168,0.52
249,AL,4877989.0,Oxazolidinones,201711,172.8368,4100.7399,1986.07985021064,0.41
250,AL,4877989.0,Oxazolidinones,201712,159.20420000000001,4358.0006,1661.39580146536,0.34
251,AL,4877989.0,Polymyxins,201701,5.1758999999999995,215.168,215.168,0.04
252,AL,4877989.0,Polymyxins,201702,3.0195,169.09199999999998,169.09199999999998,0.03
253,AL,4877989.0,Polymyxins,201703,3.15,137.51850000000002,137.51850000000002,0.03
254,AL,4877989.0,Polymyxins,201704,6.1429,310.0772,310.0772,0.06
255,AL,4877989.0,Polymyxins,201705,5.0804,292.8016,292.8016,0.06
256,AL,4877989.0,Polymyxins,201706,2.0838,120.8604,120.8604,0.02
257,AL,4877989.0,Polymyxins,201707,3.0088,172.60559999999998,172.60559999999998,0.04
258,AL,4877989.0,Polymyxins,201708,7.1433,366.9008,366.9008,0.08
259,AL,4877989.0,Polymyxins,201709,1.9806000000000001,82.1916,82.1916,0.02
260,AL,4877989.0,Polymyxins,201710,5.094200000000001,250.6624,250.6624,0.05
261,AL,4877989.0,Polymyxins,201711,2.9783000000000004,143.4184,143.4184,0.03
262,AL,4877989.0,Polymyxins,201712,3.9242,146.0888,146.0888,0.03
263,AL,4877989.0,Quinolones,201701,57752.7426,735583.9029,502921.73863,103.1
264,AL,4877989.0,Quinolones,201702,55038.3016,695774.1732,478749.595695,98.14
265,AL,4877989.0,Quinolones,201703,54877.1686,708001.2902,473752.424235,97.12
266,AL,4877989.0,Quinolones,201704,42976.9918,568249.6557,365010.66822,74.83
267,AL,4877989.0,Quinolones,201705,45993.0915,616598.2225,391366.110915,80.23
268,AL,4877989.0,Quinolones,201706,43360.8658,588143.1327,366614.0728,75.16
269,AL,4877989.0,Quinolones,201707,40220.2248,547751.2322,338929.110775,69.48
270,AL,4877989.0,Quinolones,201708,45714.772,618539.6742,385490.67125,79.03
271,AL,4877989.0,Quinolones,201709,45055.6053,598587.6361,384866.5103,78.9
272,AL,4877989.0,Quinolones,201710,46425.8205,624761.7903,397932.204415,81.58
273,AL,4877989.0,Quinolones,201711,48737.4605,628276.0259,420905.596175,86.29
274,AL,4877989.0,Quinolones,201712,53920.4815,674059.7204,472399.961165,96.84
275,AL,4877989.0,Tetracyclines,201701,39156.4685,1074028.2525,867618.409865,177.86
276,AL,4877989.0,Tetracyclines,201702,38902.7444,1044858.6506,857121.5211825001,175.71
277,AL,4877989.0,Tetracyclines,201703,40610.6822,1122743.4726,907441.23931,186.03
278,AL,4877989.0,Tetracyclines,201704,32815.5126,942044.4016,749934.4113025,153.74
279,AL,4877989.0,Tetracyclines,201705,36375.6719,1038908.2748,832518.34282,170.67
280,AL,4877989.0,Tetracyclines,201706,34120.2044,991147.4762,786940.2615975,161.32
281,AL,4877989.0,Tetracyclines,201707,31517.6059,928842.3484,730839.72785,149.82
282,AL,4877989.0,Tetracyclines,201708,36364.583,1056275.4869,836682.55988,171.52
283,AL,4877989.0,Tetracyclines,201709,35016.594,986085.6501,794505.0892,162.88
284,AL,4877989.0,Tetracyclines,201710,37231.3367,1065495.0242,856023.02349,175.49
285,AL,4877989.0,Tetracyclines,201711,41071.537299999996,1120743.84,921740.591905,188.96
286,AL,4877989.0,Tetracyclines,201712,46984.0037,1227383.8376,1029381.35423,211.03
287,AL,4877989.0,Trimethoprim and combinations,201701,40112.901600000005,1413287.9852,1499853.3666951626,307.47
288,AL,4877989.0,Trimethoprim and combinations,201702,37038.1812,1298882.4584,1380986.0796143569,283.11
289,AL,4877989.0,Trimethoprim and combinations,201703,41062.0764,1400422.3694,1524902.821713868,312.61
290,AL,4877989.0,Trimethoprim and combinations,201704,37423.9922,1281344.9903,1377783.7522015832,282.45
291,AL,4877989.0,Trimethoprim and combinations,201705,41176.6914,1440004.5253,1509868.4691277642,309.53
292,AL,4877989.0,Trimethoprim and combinations,201706,40710.8144,1422637.6803000001,1502481.6268927979,308.01
293,AL,4877989.0,Trimethoprim and combinations,201707,41120.2467,1456316.8758,1498214.309474682,307.14
294,AL,4877989.0,Trimethoprim and combinations,201708,44468.2872,1605796.4652,1628880.2500880747,333.92
295,AL,4877989.0,Trimethoprim and combinations,201709,39533.415,1450752.8217,1444980.5742850946,296.22
296,AL,4877989.0,Trimethoprim and combinations,201710,40191.0788,1447063.6148,1471336.874516684,301.63
297,AL,4877989.0,Trimethoprim and combinations,201711,37698.5941,1322279.5685,1382584.0706148532,283.43
298,AL,4877989.0,Trimethoprim and combinations,201712,35822.8251,1213375.7574,1319036.2187369212,270.41
299,AR,3003855.0,Aminoglycosides,201701,121.47710000000001,2940.7858,443.97417673816,0.15
300,AR,3003855.0,Aminoglycosides,201702,112.7254,3565.3337,579.340422525,0.19
301,AR,3003855.0,Aminoglycosides,201703,111.2674,3267.4673000000003,548.95547618984,0.18
302,AR,3003855.0,Aminoglycosides,201704,130.1952,3491.8370999999997,620.12501496,0.21
303,AR,3003855.0,Aminoglycosides,201705,163.26250000000002,5258.6033,884.94143640848,0.29
304,AR,3003855.0,Aminoglycosides,201706,169.5542,2904.3041,478.40111537999996,0.16
305,AR,3003855.0,Aminoglycosides,201707,135.0435,3412.6507,547.239679882,0.18
306,AR,3003855.0,Aminoglycosides,201708,161.4579,5311.5894,914.94023612,0.3
307,AR,3003855.0,Aminoglycosides,201709,148.5477,3359.7044,534.6193031,0.18
308,AR,3003855.0,Aminoglycosides,201710,127.3014,3151.1848,547.38693956,0.18
